,favorite_count,tweet_id,retweet_count,text
1991-08-08 23:28:05.539872773,13490,681694085539872768,4371,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7
1991-08-11 06:17:41.017812993,2609,681891461017812992,893,Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge 10/10 even built that fire https://t.co/9KThv6z8u5
1991-08-12 07:12:47.097122816,2939,681981167097122816,1112,This is Jimothy. He's a Trinidad Poliwhirl. Father was a velociraptor. Exceptionally unamused. 12/10 would adopt https://t.co/VwdIk0OwVx
1991-08-12 13:19:37.596559360,3327,682003177596559360,1652,Unique dog here. Wrinkly as hell. Weird segmented neck. Finger on fire. Doesn't seem to notice. 5/10 might still pet https://t.co/Hy9La4xNX3
1991-08-12 21:20:03.584274432,6953,682032003584274432,2172,This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak
1991-08-13 01:35:27.939461121,3395,682047327939461120,1043,We normally don't rate bears but this one seems nice. Her name is Thea. Appears rather fluffy. 10/10 good bear https://t.co/fZc7MixeeT
1991-08-13 05:00:53.698686977,5248,682059653698686976,1831,This is Tess. Her main passions are shelves and baking too many cookies. 11/10 https://t.co/IriJlVZ6m4
1991-08-13 12:54:39.302213632,19359,682088079302213632,10697,I'm not sure what this dog is doing but it's pretty inspirational. 12/10 https://t.co/4Kn9GEHXiE
1991-08-15 07:51:32.827447297,3436,682242692827447296,1279,This is Samson. He patrols his waters on the back of his massive shielded battle dog. 11/10 https://t.co/f8dVgDYDFf
1991-08-15 12:32:04.040966145,4410,682259524040966144,1314,Meet Jax. He's an Iglesias Hufflepoof. Quite the jokester. Takes it too far sometimes. Can be very hurtful. 9/10 https://t.co/i5TeG0KYcW
1991-08-16 00:48:57.705140231,3259,682303737705140224,1078,This is Todo. He's screaming because he doesn't want to wear his sweater or a seat belt. 9/10 gotta buckle up pup https://t.co/Nm8Spw4HbD
1991-08-17 00:31:18.323662849,1765,682389078323662848,504,"Meet Brody. He's a Downton Abbey Falsetto. Addicted to grating cheese. He says he can stop but we know he can't
9/10 https://t.co/vBeiQq6SaZ"
1991-08-17 01:51:45.736888321,2363,682393905736888320,741,This is Kreg. He's riding an invisible jet ski. 11/10 that's downright legendary https://t.co/BA5AV5dx6Y
1991-08-17 05:25:05.142087680,8021,682406705142087680,1904,This is Patrick. He's a bigass pupper. 7/10 https://t.co/J9DXBFoAQe
1991-08-17 11:44:40.204398592,3627,682429480204398592,1256,"I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you... 8/10 https://t.co/5aFw7SWyxU"
1991-08-19 21:53:50.361513985,2169,682638830361513984,648,I have no words. Just a magnificent pup. 12/10 https://t.co/viwWHZgX8j
1991-08-20 04:27:11.982772225,3216,682662431982772224,1166,Meet Joey and Izzy. Joey only has one ear that works and Izzy wants 2015 to be over already. Both great pups. 11/10s https://t.co/WgQTIQ93BB
1991-08-20 14:06:26.228989953,1388,682697186228989952,387,NAAAAAAA ZAPENYAAAAA MABADI-CHIBAWAAA 12/10 https://t.co/Ny4iM6FDtz
1991-08-21 04:55:46.109968385,1609,682750546109968384,473,Meet Taco. He's a speckled Garnier Fructis. Loves to shadow box. Ears out of control. Friend clearly impressed 9/10 https://t.co/85X1GHohFr
1991-08-21 15:27:21.537560576,2612,682788441537560576,1211,"Happy New Year from your fav holiday squad! ðŸŽ‰ 12/10 for all

Here's to a pupper-filled year ðŸ�»ðŸ�¶ðŸ�¶ðŸ�¶ https://t.co/ZSdEj59FGf"
1991-08-21 21:09:48.178739200,1874,682808988178739200,194,"I'm aware that I could've said 20/16, but here at WeRateDogs we are very professional. An inconsistent rating scale is simply irresponsible"
1991-08-23 15:40:37.429899265,39103,682962037429899264,18046,This is Darrel. He just robbed a 7/11 and is in a high speed police chase. Was just spotted by the helicopter 10/10 https://t.co/7EsP8LmSp5
1991-08-24 10:34:26.213818368,2278,683030066213818368,791,This is Lulu. She's contemplating all her unreached 2015 goals and daydreaming of a more efficient tomorrow. 10/10 https://t.co/h3ScYuz77J
1991-08-25 00:08:06.620553216,2093,683078886620553216,606,Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW
1991-08-25 05:40:15.881154561,2292,683098815881154560,712,aahhhhkslaldhwnxmzbbs 12/10 for being da smooshiest https://t.co/UOPdXmUz4H
1991-08-25 09:10:07.806746624,3593,683111407806746624,985,This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM
1991-08-25 17:49:13.609318400,3049,683142553609318400,1122,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ
1991-08-28 05:39:33.142474752,3102,683357973142474752,1015,"""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd"
1991-08-28 15:04:12.557561860,8052,683391852557561856,2580,"Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/YHXrdUTHd6"
1991-08-29 07:08:15.444799489,4120,683449695444799488,1738,I just want to be friends with this dog. Appears to be into the sports. A true brobean. 10/10 would introduce to mom https://t.co/1Z7Q6svWpe
1991-08-29 10:46:10.029932544,2579,683462770029932544,722,"""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT"
1991-08-29 15:53:48.088049664,2786,683481228088049664,1073,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq
1991-08-29 20:38:42.573824003,3353,683498322573824000,1036,This is Griffin. He's desperate for both a physical and emotion connection. 11/10 I'd hug the hell out of Griffin https://t.co/ObWcOEekt0
1991-08-30 01:32:12.363329536,7793,683515932363329536,3141,HEY PUP WHAT'S THE PART OF THE HUMAN BODY THAT CONNECTS THE FOOT AND THE LEG? 11/10 so smart https://t.co/XQ1tRUmO3z
1991-09-01 16:31:11.509258241,6883,683742671509258240,3597,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet. 11/10 dreamy as hell https://t.co/eoL1bCpWCg
1991-09-02 01:03:59.333797890,3538,683773439333797888,1464,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating. 9/10 https://t.co/qipZbshNsR
1991-09-02 16:23:19.284170753,2960,683828599284170752,1144,Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. 12/10 https://t.co/Eeh3yfdglS
1991-09-02 18:08:29.291606017,2774,683834909291606016,1197,Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO
1991-09-02 22:18:52.751646720,2773,683849932751646720,1060,This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x
1991-09-02 23:02:58.183077888,2034,683852578183077888,378,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN"
1991-09-03 00:32:00.510050305,4034,683857920510050304,1205,Meet Sadie. She fell asleep on the beach and her friends buried her. 10/10 can't trust fellow puppers these days https://t.co/LoKVvc1xAW
1991-09-05 19:09:18.874210310,4347,684097758874210304,1555,Say hello to Lupe. This is how she sleeps. 10/10 impressive really https://t.co/Fz6iZWlk8C
1991-09-06 02:08:11.630342144,2109,684122891630342144,514,Heartwarming scene of two pups that want nothing more than to be together. Touching af. Great tongue. Both 11/10 https://t.co/k32mSlRx0j
1991-09-06 09:04:49.187209216,3152,684147889187209216,1621,This is Sweets the English Bulldog. Waves back to other bikers. 12/10 just a fantastic friendly pupper https://t.co/WYiFzuX7D4
1991-09-06 17:21:41.129875456,2133,684177701129875456,729,This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7
1991-09-06 20:26:26.104872960,3682,684188786104872960,1265,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA"
1991-09-06 22:11:25.588783105,2030,684195085588783104,560,This is Tino. He really likes corndogs. 9/10 https://t.co/cUxGtnBfc2
1991-09-06 23:39:32.118904832,2290,684200372118904832,1116,Gang of fearless hoofed puppers here. Straight savages. Elevated for extra terror. Front one has killed before 6/10s https://t.co/jkCb25OWfh
1991-09-07 05:54:28.335505415,4067,684222868335505408,1492,Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 https://t.co/1zfnTJLt55
1991-09-07 06:42:24.407494656,1310,684225744407494656,229,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3"
1991-09-07 11:07:17.099323392,8634,684241637099323392,3564,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94
1991-09-09 23:47:49.371654144,2095,684460069371654144,598,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju
1991-09-10 05:37:54.559381504,4093,684481074559381504,1261,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb
1991-09-10 21:34:04.857667585,2807,684538444857667584,1033,"After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV"
1991-09-11 05:39:03.613382656,3187,684567543613382656,1330,This is Bobby. He doesn't give a damn about personal space. Convinced he called shotgun first. 4/10 not the best dog https://t.co/b8XW69gSaU
1991-09-11 11:22:10.326986752,4360,684588130326986752,1517,This pupper just got his first kiss. 12/10 he's so happy https://t.co/2sHwD7HztL
1991-09-11 13:14:49.858887680,9455,684594889858887680,3818,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu"
1991-09-13 22:17:07.459624960,2864,684800227459624960,1076,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy
1991-09-14 06:49:42.659280897,37086,684830982659280896,23307,This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p
1991-09-14 20:36:59.965411328,2226,684880619965411328,886,Here we have a basking dino pupper. Looks powerful. Occasionally shits eggs. Doesn't want the holidays to end. 5/10 https://t.co/DnNweb5eTO
1991-09-15 02:36:23.876321280,1990,684902183876321280,571,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR
1991-09-15 06:04:20.081053696,3710,684914660081053696,1572,"""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a"
1991-09-15 09:29:35.086034944,3704,684926975086034944,506,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4
1991-09-15 13:07:29.151070208,3407,684940049151070208,1125,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL
1991-09-15 18:36:38.585110529,7212,684959798585110528,3387,This is Jerry. He's a neat dog. No legs (tragic). Has more horns than a dog usually does. Bark is unique af. 5/10 https://t.co/85q7xlplsJ
1991-09-15 21:24:20.808454144,2497,684969860808454144,412,"For those who claim this is a goat, u are wrong. It is not the Greatest Of All Time. The rating of 5/10 should have made that clear. Thank u"
1991-09-18 04:48:03.572338688,4336,685169283572338688,1537,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud
1991-09-18 13:03:17.565345792,2469,685198997565345792,719,This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo
1991-09-19 08:25:53.634967552,3284,685268753634967552,1302,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ
1991-09-19 19:10:51.701334016,2190,685307451701334016,475,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF
1991-09-19 21:20:39.903100929,3546,685315239903100928,1166,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo
1991-09-19 23:06:26.178670592,2804,685321586178670592,693,This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu
1991-09-20 00:05:12.850124800,10032,685325112850124800,4312,"""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw"
1991-09-22 09:38:12.383666176,3220,685532292383666176,1238,"For the last time, WE. DO. NOT. RATE. BULBASAUR. We only rate dogs. Please only send dogs. Thank you ...9/10 https://t.co/GboDG8WhJG"
1991-09-22 13:58:56.038666240,34846,685547936038666240,16935,Everybody needs to read this. Jack is our first 14/10. Truly heroic pupper https://t.co/3m6bNGXWnM
1991-09-23 16:06:11.164143616,3108,685641971164143616,838,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO
1991-09-23 22:04:12.032069632,3443,685663452032069632,1579,"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM"
1991-09-23 23:09:39.192414208,2483,685667379192414208,621,This is Marty. He has no idea what happened here. Never seen this stuff in his life. 9/10 very suspicious pupper https://t.co/u427woxFpJ
1991-09-24 02:58:10.388975616,2147,685681090388975616,137,Jack deserves another round of applause. If you missed this earlier today I strongly suggest reading it. Wonderful first 14/10 ðŸ�¶â�¤ï¸�
1991-09-26 17:38:43.014619143,7962,685906723014619136,3143,This is Olive. He's stuck in a sleeve. 9/10 damn it Olive https://t.co/NnLjg6BgyF
1991-09-27 03:56:47.276412928,1723,685943807276412928,652,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn
1991-09-27 12:07:16.358713344,2232,685973236358713344,568,This is Lorelei. She's contemplating her existence and the eventual heat death of the universe. 11/10 very majestic https://t.co/xbUoULOIS8
1991-09-27 20:26:47.160610816,1928,686003207160610816,681,This is Hammond. He's a peculiar pup. Loves long walks. Bark barely audible. Too many legs. 3/10 must be rare https://t.co/NOIiRWr5Jf
1991-09-27 21:45:16.130873345,2619,686007916130873344,452,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW
1991-09-28 05:00:24.800862208,3303,686034024800862208,1259,Your fav crew is back and this time they're embracing cannabis culture. 12/10 for all https://t.co/oSvRDuMm1D
1991-09-28 05:29:40.142297088,1220,686035780142297088,131,"Yes I do realize a rating of 4/20 would've been fitting. However, it would be unjust to give these cooperative pups that low of a rating"
1991-09-28 09:31:36.934563840,2335,686050296934563840,789,This is FlÃ¡vio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg
1991-10-01 03:12:59.679375361,4237,686286779679375360,1798,When bae calls your name from across the room. 12/10 (vid by @christinemcc98) https://t.co/xolcXA6gxe
1991-10-01 23:05:56.425093120,2323,686358356425093120,737,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW
1991-10-02 04:17:45.986265092,2350,686377065986265088,603,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX
1991-10-02 06:55:21.809772549,3446,686386521809772544,947,Say hello to Crimson. He's a Speckled Winnebago. Main passions are air hockey &amp; parkour. 11/10 would pet thoroughly https://t.co/J5aI7SjzDc
1991-10-02 09:00:59.078897668,1852,686394059078897664,734,This pup's having a nightmare that he forgot to type a paper due first thing in the morning. 12/10 (vid by ... https://t.co/CufnbUT0pB
1991-10-04 19:54:29.955735556,2002,686606069955735552,583,"Meet Horace. He was practicing his levitation, minding his own business when a rogue tennis ball spooked him. 10/10 https://t.co/tB9xYjMyZd"
1991-10-04 23:19:09.602762752,3893,686618349602762752,1463,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc
1991-10-05 17:17:25.143953408,2976,686683045143953408,865,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz
1991-10-06 06:36:31.906516992,4392,686730991906516992,1290,I just love this picture. 12/10 lovely af https://t.co/Kc84eFNhYU
1991-10-06 11:44:20.672679938,3671,686749460672679936,1575,Strange pup here. Easily manipulated. Rather inbred. Sharp for a dog. Appears uncomfortable. 8/10 would still pet https://t.co/nSQrhwbk1V
1991-10-06 14:40:01.961103360,3720,686760001961103360,1484,This pupper forgot how to walk. 12/10 happens to all of us (vid by @bbuckley96) https://t.co/KFTrkSOuu3
1991-10-08 18:38:21.016735744,9106,686947101016735744,3428,This is Jackson. He was specifically told not to sleep in the fridge. Damn it Jackson. 11/10 would squeeze softly https://t.co/lJs10ZJsgj
1991-10-10 12:00:57.537363968,2376,687096057537363968,654,This pupper's New Year's resolution was to become a Hershey's kiss. 11/10 she's super pumped about it https://t.co/D7jYj6vdwC
1991-10-10 13:51:48.889812993,2478,687102708889812992,1068,Army of water dogs here. None of them know where they're going. Have no real purpose. Aggressive barks. 5/10 for all https://t.co/A88x73TwMN
1991-10-10 15:52:05.361856513,6146,687109925361856512,2662,This is Baxter. He looks like a fun dog. Prefers action shots. 11/10 the last one is impeccable https://t.co/LHcH1yhhIb
1991-10-10 19:54:45.711986689,2291,687124485711986688,545,Say hello to Samson. He's a Firecracker HÃ¤agen-Dazs. 11/10 objects in mirror may be more petable than they appear https://t.co/03vR9dn7jy
1991-10-10 20:52:07.494963200,5784,687127927494963200,2467,Meet Gordon. He's an asshole. 9/10 would still pet https://t.co/a34N7QwKbb
1991-10-13 00:06:18.585812992,4608,687312378585812992,2049,"""You got any games on your phone"" 7/10 for invasive brown Dalmatian pupper https://t.co/yzGR9xjE9Q"
1991-10-13 01:28:26.314240000,21262,687317306314240000,9878,This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af. 11/10 enthusiasm is tangible https://t.co/pRp1Npucbz
1991-10-14 00:16:33.394311168,2007,687399393394311168,679,This is Barry. He's very fast. I hope he finds what he's looking for. 10/10 (vid by @KeeganWolfe33) https://t.co/nTAsyvbIiO
1991-10-14 17:15:06.001633280,2162,687460506001633280,586,This is Kramer. He's a Picasso Tortellini. Tie couldn't be more accurate. Confident af. Runs his own business. 10/10 https://t.co/jIcVW0xxmH
1991-10-14 21:37:34.459715584,2086,687476254459715584,574,This is Curtis. He's a fluffball. 11/10 would snug this pupper https://t.co/1DzInODwrj
1991-10-14 22:52:28.861947905,1691,687480748861947904,263,Another magnificent photo. 12/10 https://t.co/X5w387K5jr
1991-10-15 02:44:12.870668288,2027,687494652870668288,620,This is Marq. He stole this car. 7/10 wtf Marq? https://t.co/MHScqo5l8c
1991-10-17 02:00:29.264453632,2053,687664829264453632,552,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez
1991-10-17 12:56:20.304273409,2582,687704180304273408,903,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. 9/10 https://t.co/UwOV1jqKRt
1991-10-17 20:42:24.991551489,1867,687732144991551488,706,This is Ember. That's the q-tip she owes money to. 11/10 pay up pup. (vid by @leanda_h) https://t.co/kGRcRjRJRl
1991-10-18 17:43:21.670897665,2532,687807801670897664,756,Meet Trooper &amp; Maya. Trooper protects Maya from bad things like dognappers and Comcast. So touching. 11/10 for both https://t.co/c98k1IoZKy
1991-10-18 20:41:44.314159109,2649,687818504314159104,1022,With great pupper comes great responsibility. 12/10 https://t.co/hK6xB042EP
1991-10-18 23:00:41.265172480,2889,687826841265172480,1218,This is Louis. He's a rollercoaster of emotions. Incalculably fluffy. 12/10 would pet firmly https://t.co/17RGvOZO9P
1991-10-19 03:04:06.767013888,5786,687841446767013888,2729,13/10 I can't stop watching this (vid by @k8lynwright) https://t.co/nZhhMRr5Hp
1991-10-21 16:56:19.421470721,1825,688064179421470720,388,This is Kilo. He's a Pouncing Brioche. Really likes snow. 11/10 https://t.co/GS76SfkraY
1991-10-22 07:30:55.151435777,2984,688116655151435776,846,Please send dogs. I'm tired of seeing other stuff like this dangerous pirate. We only rate dogs. Thank you... 10/10 https://t.co/YdLytdZOqv
1991-10-23 00:57:23.353796608,2240,688179443353796608,633,This is Lizzie. She's about to fist bump the large ridable maned pupper. She's very excited. 10/10 for both dogs https://t.co/mFhvtX36om
1991-10-23 09:59:16.440801280,2352,688211956440801280,903,This is Derby. He's a superstar. 13/10 (vid by @NBohlmann) https://t.co/o4Nfc8WoAO
1991-10-25 10:08:00.030670848,9842,688385280030670848,4802,This is Louis. He's takes top-notch selfies. 12/10 would snapchat with https://t.co/vz2DukO0th
1991-10-26 23:19:36.466644993,2446,688519176466644992,790,This pupper is sprouting a flower out of her head. 12/10 revolutionary af https://t.co/glmvQBRjv4
1991-10-27 07:06:50.804498433,2757,688547210804498432,758,This is FrÃ¶nq. He got caught stealing a waffle. Damn it FrÃ¶nq. 9/10 https://t.co/7ycWCUrjmZ
1991-10-30 02:29:26.343622656,2344,688789766343622656,718,Meet Pubert. He's a Kerplunk Rumplestilt. Cannot comprehend flower. Flawless tongue. 8/10 would pat head approvingly https://t.co/2TWxg0rgyG
1991-10-30 06:40:35.492233216,1016,688804835492233216,211,When you stumble but recover quickly cause your crush is watching. 12/10 https://t.co/PMeq6IedU7
1991-10-30 13:16:01.667567616,1464,688828561667567616,399,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back. 9/10 https://t.co/dfCCK3tWfr
1991-10-31 07:27:53.864884227,2364,688894073864884224,747,This is Hamrick. He's covered in corn flakes. Silly pupper. Looks congested. 7/10 considerably petable https://t.co/ROPZcAMQKI
1991-10-31 08:36:00.958271489,2228,688898160958271488,850,When you have a ton of work to do but then remember you have tomorrow off. 10/10 https://t.co/MfEaMUFYTx
1991-10-31 11:35:34.925697024,2237,688908934925697024,834,Meet Clarence. He does parkour. 8/10 very talented dog https://t.co/WpSFZm7RPH
1991-10-31 13:36:48.532455424,2889,688916208532455424,940,This pupper just wants to say hello. 11/10 would knock down fence for https://t.co/A8X8fwS78x
1991-11-03 04:42:51.370250240,2139,689143371370250240,554,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people 10/10 tricky pupper https://t.co/40w7TI5Axv
1991-11-03 07:45:15.265683456,3238,689154315265683456,1082,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter. 9/10 just wants a bath https://t.co/o47yitCn9N
1991-11-04 11:53:53.275777024,2709,689255633275777024,1165,This is Ferg. He swallowed a chainsaw. 1 like = 1 prayer 10/10 remain calm Ferg (vid by @calebturer) https://t.co/gOH51Y8Yh1
1991-11-04 17:20:59.254616065,1226,689275259254616064,264,Meet Lucky. He was showing his friends an extreme pogo stick trick when he completely lost control. 10/10 still rad https://t.co/K55XrIoePl
1991-11-04 18:54:36.073582592,2115,689280876073582592,775,This is Herald. He wants you to know he could steal your girl at any moment. 10/10 https://t.co/JR7hLnlgeS
1991-11-04 19:43:39.090870273,3486,689283819090870272,1194,Say hello to Chipson. He's aerodynamic af. No eyes (devastating). 9/10 would make sure he didn't bump into stuff https://t.co/V62rIva61J
1991-11-04 21:13:39.123089408,2387,689289219123089408,1006,Someone sent me this without any context and every aspect of it is spectacular. 13/10 please enjoy https://t.co/Rxrd4hPmp4
1991-11-07 12:38:02.558820352,3589,689517482558820352,1543,This is Carl. He just wants to make sure you're having a good day. 12/10 just a swell pup https://t.co/Wk3XCnmDvm
1991-11-07 23:45:36.375177216,2169,689557536375177216,497,Downright majestic af 12/10 https://t.co/WFh2FEbYzj
1991-11-08 11:17:36.876867584,12303,689599056876867584,5958,Here we see 33 dogs posing for a picture. All get 11/10 for superb cooperation https://t.co/TRAri5iHzd
1991-11-08 18:07:41.272240129,2359,689623661272240128,696,This is Lucy. She's terrified of the stuffed billed dog. 10/10 stay strong pupper https://t.co/QnvSjjyh7n
1991-11-09 04:02:52.465688576,10968,689659372465688576,4191,This is Ricky. He's being escorted out of the dog park for talking shit about the other dogs. 8/10 not cool Ricky https://t.co/XtDkrsdEfF
1991-11-09 04:46:04.914655233,3389,689661964914655232,1004,Meet Luca. He's a Butternut Scooperfloof. Glorious tongue. 12/10 would pet really well https://t.co/VcxZQPNZaV
1991-11-11 05:06:18.131935233,2289,689835978131935232,816,Meet Fynn &amp; Taco. Fynn is an all-powerful leaf lord and Taco is in the wrong place at the wrong time. 11/10 &amp; 10/10 https://t.co/MuqHPvtL8c
1991-11-11 16:41:26.181715968,3189,689877686181715968,1278,This is Durg. He's trying to conquer his fear of trampolines. 9/10 it's not working https://t.co/5iH08ltkoe
1991-11-12 00:24:46.972461056,2572,689905486972461056,746,"Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera. 11/10 so quick https://t.co/IE4ZblyZRY"
1991-11-12 20:25:55.533848577,1447,689977555533848576,481,Happy Wednesday here's a pup wearing a beret. 12/10 please enjoy https://t.co/MXedEzSHIf
1991-11-13 00:51:09.801164801,1553,689993469801164800,491,Here we are witnessing a rare High Stepping Alaskan Floofer. 12/10 dangerously petable (vid by @TheMrsNux) https://t.co/K4s9IJh2jm
1991-11-13 02:29:44.604450816,1511,689999384604450816,403,This is Covach. He's trying to melt the snow. 10/10 we all believe in you buddy https://t.co/fgMaP2zDMt
1991-11-13 04:04:20.500217858,3876,690005060500217856,1813,"""I'm the only one that ever does anything in this household"" 10/10 https://t.co/V8HcVIh4jt"
1991-11-13 06:59:36.308211712,2654,690015576308211712,794,This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart. 12/10 I'd totally pet tho https://t.co/03XlvS8izg
1991-11-13 08:46:34.562220032,2963,690021994562220032,1114,"Say hello to Geoff (pronounced ""Kyle""). He accidentally opened the front facing camera. 10/10 https://t.co/TmlwQWnmRC"
1991-11-15 23:42:41.355657216,1780,690248561355657216,441,This is Maxwell. That's his moped. He rents it out for others to use as long as he can come also. 11/10 great dog https://t.co/IF5kKaO945
1991-11-17 03:26:36.616552449,1591,690348396616552448,551,This is Oddie. He's trying to communicate. 12/10 very solid effort (vid by @kaleseyy) https://t.co/JjxriLqZOL
1991-11-17 06:47:29.368465409,2800,690360449368465408,960,Stop sending in lobsters. This is the final warning. We only rate dogs. Thank you... 9/10 https://t.co/B9ZXXKJYNx
1991-11-17 10:40:19.777196032,3445,690374419777196032,929,This is Phred. He's an Albanian Flepperkush. Tongue is rather impressive if I'm honest. Perhaps even legendary 11/10 https://t.co/VpfFCKE28C
1991-11-17 17:52:47.696297985,1980,690400367696297984,489,"This is Eriq. His friend just reminded him of last year's super bowl. Not cool friend
10/10 for Eriq
6/10 for friend https://t.co/PlEXTofdpf"
1991-11-20 00:32:41.306841088,2082,690597161306841088,648,This is Lolo. She's America af. Behind in science &amp; math but can say whatever she wants on Twitter. 11/10 ...Merica https://t.co/Nwi3SYe8KA
1991-11-20 03:21:00.360429569,305,690607260360429568,17,12/10 @LightningHoltt
1991-11-20 15:13:13.829576704,1382,690649993829576704,302,This is Hazel. She's a gymnast. Training hard for Rio. 11/10 focused af https://t.co/CneG2ZbxHP
